# t_all,                     pos_all_x, pos_all_y,pos_all_z,                         vel_all_x,vel_all_y,vel_all_z,                              quat_all,quat_all,quat_all,quat_all,                                 omega_all_p,omega_all_q,omega_all_r,                                     euler_all_phi,euler_all_theta,euler_all_psi,                                         w_cmd_all,w_cmd_all,w_cmd_all,w_cmd_all,                                             wMotor_all,wMotor_all,wMotor_all,wMotor_all,                                                 thr_all,thr_all,thr_all,thr_all,                                                     tor_all,tor_all,tor_all,tor_all,                                                         sDes_traj_all_x,sDes_traj_all_y,sDes_traj_all_z,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,sDes_traj_all,                                                             sDes_calc_all_x,sDes_calc_all_y,sDes_calc_all_z,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all,sDes_calc_all
1.104999999999998428e+00,7.872136888089833422e-18,-8.360394015750838315e-19,-4.021864696916325249e-16,3.881654437545374406e-17,-9.460804068097014918e-18,7.439935971381415444e-16,1.000000000000000000e+00,-6.495550592585139145e-18,-2.558264182261892090e-18,-7.352476331423730881e-18,7.860622957024142025e-17,6.471672310654473995e-16,-4.275751867560061176e-17,-1.299110118517027829e-17,-5.116528364523784181e-18,-1.470495266284746176e-17,5.229847140714686020e+02,5.229847140714689431e+02,5.229847140714698526e+02,5.229847140714692841e+02,5.229847140714691704e+02,5.229847140714691704e+02,5.229847140714689431e+02,5.229847140714692841e+02,2.943000000000000504e+00,2.943000000000000504e+00,2.942999999999997840e+00,2.943000000000001393e+00,4.463732342007434989e-02,4.463732342007434989e-02,4.463732342007430826e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.872136888089833422e-18,8.360394015750838315e-19,8.043729393832650499e-16,-2.653616589416317023e-16,1.152249756224824423e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.894027167111894560e-18,1.127088255783349062e-17,-5.973887019281780859e-18,1.822332441551525393e-16,2.212663478415261233e-16,2.205742899427120035e-17
1.109999999999998321e+00,8.066708856317890681e-18,-8.849085842761154471e-19,-3.984630086202004527e-16,3.898387143565735403e-17,-1.007937620831546514e-17,7.473954527381260524e-16,1.000000000000000000e+00,-6.051091170526991710e-18,-8.368215117015466174e-19,-7.442676425314440875e-18,2.300238336551844792e-16,6.830494309617587348e-16,-3.024154414765580159e-17,-1.210218234105398342e-17,-1.673643023403093235e-18,-1.488535285062888175e-17,5.229847140714691704e+02,5.229847140714687157e+02,5.229847140714698526e+02,5.229847140714688294e+02,5.229847140714690568e+02,5.229847140714691704e+02,5.229847140714690568e+02,5.229847140714692841e+02,2.942999999999998728e+00,2.943000000000000504e+00,2.942999999999998728e+00,2.943000000000001393e+00,4.463732342007433601e-02,4.463732342007434989e-02,4.463732342007433601e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.066708856317890681e-18,8.849085842761154471e-19,7.969260172404009055e-16,-2.519856074802372402e-16,1.166786379848029284e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.955769537241034521e-18,1.070275261129108273e-17,-6.047174595567983211e-18,1.761097713242884197e-16,1.846331859678820635e-16,2.232802927594332263e-17
1.114999999999998215e+00,8.261696797312993751e-18,-9.367395327377311941e-19,-3.947145138109157249e-16,3.898486110115958612e-17,-1.064271548157196788e-17,7.479932283689912884e-16,1.000000000000000000e+00,-5.431085066997166219e-18,7.713293298589037961e-19,-7.505458733501308855e-18,2.346893995546201109e-16,5.721795926725626675e-16,-2.082329011252665191e-17,-1.086217013399433244e-17,1.542658659717807592e-18,-1.501091746700261771e-17,5.229847140714693978e+02,5.229847140714688294e+02,5.229847140714693978e+02,5.229847140714689431e+02,5.229847140714690568e+02,5.229847140714691704e+02,5.229847140714691704e+02,5.229847140714692841e+02,2.942999999999998728e+00,2.943000000000000504e+00,2.943000000000000504e+00,2.943000000000001393e+00,4.463732342007433601e-02,4.463732342007434989e-02,4.463732342007434989e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.261696797312993751e-18,9.367395327377311941e-19,7.894290276218314499e-16,-2.363317560425860996e-16,1.142312023971987676e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.851817974736610427e-18,1.003787614859777852e-17,-6.098185220969813444e-18,1.645264486677404263e-16,1.482647490998219955e-16,2.251637620050392656e-17
1.119999999999998108e+00,8.456323849801973778e-18,-9.912400706807658461e-19,-3.909930513861479377e-16,3.884626151424471926e-17,-1.114923497227354428e-17,7.415609838612424871e-16,1.000000000000000000e+00,-4.930202749841529834e-18,1.971517874573592373e-18,-7.548933044703273790e-18,1.655002656256611431e-16,3.571957820293779457e-16,-1.562029428913518470e-17,-9.860405499683059668e-18,3.943035749147184747e-18,-1.509786608940654758e-17,5.229847140714695115e+02,5.229847140714690568e+02,5.229847140714690568e+02,5.229847140714689431e+02,5.229847140714690568e+02,5.229847140714690568e+02,5.229847140714692841e+02,5.229847140714692841e+02,2.942999999999998728e+00,2.942999999999998728e+00,2.943000000000001393e+00,2.943000000000001393e+00,4.463732342007433601e-02,4.463732342007433601e-02,4.463732342007437071e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.456323849801973778e-18,9.912400706807658461e-19,7.819861027722958754e-16,-2.226529681287467807e-16,1.113543242849292033e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.729626413732977114e-18,9.456887874989246827e-18,-6.133508098821409569e-18,1.545572666171921112e-16,1.197659200066504589e-16,2.264679913410982753e-17
1.124999999999998002e+00,8.650016350137674711e-18,-1.048161553649743622e-18,-3.872839208762611105e-16,3.862322200691633294e-17,-1.161259339196064283e-17,7.429778045834156670e-16,1.000000000000000000e+00,-4.508692531158658700e-18,2.439009118558385503e-18,-7.587567684052426567e-18,1.820874350559813021e-16,2.717673889380295852e-17,-1.473082815495838241e-17,-9.017385062317317399e-18,4.878018237116771006e-18,-1.517513536810485313e-17,5.229847140714695115e+02,5.229847140714693978e+02,5.229847140714688294e+02,5.229847140714688294e+02,5.229847140714690568e+02,5.229847140714690568e+02,5.229847140714692841e+02,5.229847140714692841e+02,2.942999999999998728e+00,2.942999999999998728e+00,2.943000000000001393e+00,2.943000000000001393e+00,4.463732342007433601e-02,4.463732342007433601e-02,4.463732342007437071e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.650016350137674711e-18,1.048161553649743622e-18,7.745678417525222211e-16,-2.140622410524314254e-16,1.096396166967617967e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.656796495784990530e-18,9.092008199644555611e-18,-6.164898743292596585e-18,1.466478244310983877e-16,1.064479852973787217e-16,2.276270305215727970e-17
1.129999999999997895e+00,8.842546448351087297e-18,-1.107293063333272744e-18,-3.835690318533441071e-16,3.839479019371754060e-17,-1.203256765754355919e-17,7.429778045834156670e-16,1.000000000000000000e+00,-4.053473943518715151e-18,2.073693200085531701e-18,-7.624394754439821560e-18,1.820874350559813021e-16,-3.194294736720921876e-16,-1.473082815495838241e-17,-8.106947887037430302e-18,4.147386400171063402e-18,-1.524878950887964312e-17,5.229847140714696252e+02,5.229847140714696252e+02,5.229847140714687157e+02,5.229847140714687157e+02,5.229847140714690568e+02,5.229847140714690568e+02,5.229847140714692841e+02,5.229847140714692841e+02,2.942999999999998728e+00,2.942999999999998728e+00,2.943000000000001393e+00,2.943000000000001393e+00,4.463732342007433601e-02,4.463732342007433601e-02,4.463732342007437071e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.842546448351087297e-18,1.107293063333272744e-18,7.671380637066882143e-16,-2.133435018904639340e-16,1.076967301626757915e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.574274981425237178e-18,9.061480712303089540e-18,-6.194820737982354921e-18,1.380439827991032373e-16,1.118046001954809377e-16,2.287318426331946622e-17
1.134999999999997788e+00,9.034094818872204878e-18,-1.168412801986097566e-18,-3.798528172398464284e-16,3.824469845893682503e-17,-1.240788497967899822e-17,7.434253829825033963e-16,1.000000000000000000e+00,-3.608601428703740778e-18,8.315156773729893781e-19,-7.660944427244760446e-18,1.448415728860907538e-16,-6.730222758822838515e-16,-1.373219685811465476e-17,-7.217202857407481556e-18,1.663031354745978756e-18,-1.532188885448952089e-17,5.229847140714697389e+02,5.229847140714696252e+02,5.229847140714686020e+02,5.229847140714686020e+02,5.229847140714691704e+02,5.229847140714690568e+02,5.229847140714692841e+02,5.229847140714691704e+02,2.943000000000000504e+00,2.942999999999998728e+00,2.943000000000001393e+00,2.943000000000000504e+00,4.463732342007434989e-02,4.463732342007433601e-02,4.463732342007437071e-02,4.463732342007434989e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.034094818872204878e-18,1.168412801986097566e-18,7.597056344796928568e-16,-2.213847929109735660e-16,1.054132211218693739e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.477285980371618374e-18,9.403023823945530479e-18,-6.224517347136368247e-18,1.293741985452057464e-16,1.371441303451606576e-16,2.298283328173427517e-17
1.139999999999997682e+00,9.225260785580229175e-18,-1.231304682819893237e-18,-3.761472078705281825e-16,3.825229715675657900e-17,-1.274191390556301055e-17,7.408891227054673574e-16,1.000000000000000000e+00,-3.193092459396121440e-18,-1.031947269259823605e-18,-7.707198829738276326e-18,1.498704576666227065e-16,-7.626006545636608061e-16,-2.551972957458556765e-17,-6.386184918792242881e-18,-2.063894538519647210e-18,-1.541439765947655265e-17,5.229847140714690568e+02,5.229847140714697389e+02,5.229847140714686020e+02,5.229847140714692841e+02,5.229847140714692841e+02,5.229847140714691704e+02,5.229847140714691704e+02,5.229847140714690568e+02,2.943000000000001393e+00,2.943000000000000504e+00,2.943000000000000504e+00,2.942999999999998728e+00,4.463732342007437071e-02,4.463732342007434989e-02,4.463732342007434989e-02,4.463732342007433601e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.225260785580229175e-18,1.231304682819893237e-18,7.522944157410563650e-16,-2.381476594936594336e-16,1.032689855303157471e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.386212433329754815e-18,1.011500422586049148e-17,-6.262099049162349803e-18,1.212688782836140201e-16,1.783512239219250414e-16,2.312159648921482435e-17
1.144999999999997575e+00,9.416922358234983980e-18,-1.295769680067117144e-18,-3.724516286214336882e-16,3.843951858938818082e-17,-1.303899208735505523e-17,7.431249885189484813e-16,1.000000000000000000e+00,-2.884753943353184505e-18,-2.691271433301199298e-18,-7.778434996406606083e-18,1.020666542394267946e-16,-5.317605698954864640e-16,-2.881514544813376541e-17,-5.769507886706369010e-18,-5.382542866602398596e-18,-1.555686999281321217e-17,5.229847140714689431e+02,5.229847140714690568e+02,5.229847140714691704e+02,5.229847140714695115e+02,5.229847140714692841e+02,5.229847140714692841e+02,5.229847140714690568e+02,5.229847140714690568e+02,2.943000000000001393e+00,2.943000000000001393e+00,2.942999999999998728e+00,2.942999999999998728e+00,4.463732342007437071e-02,4.463732342007437071e-02,4.463732342007433601e-02,4.463732342007433601e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.416922358234983980e-18,1.295769680067117144e-18,7.449032572428673764e-16,-2.580043480012759999e-16,1.013816270163153204e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.306049397566910419e-18,1.095839058788974002e-17,-6.319978434580367539e-18,1.150528534547215188e-16,2.183945923390550167e-16,2.333530498921981671e-17
1.149999999999997469e+00,9.609870954656236935e-18,-1.361651266536038122e-18,-3.687148487806005501e-16,3.875457192793982431e-17,-1.330947052572188804e-17,7.533601167941290932e-16,1.000000000000000000e+00,-2.621827753135895929e-18,-3.597761165157496842e-18,-7.850888956400623363e-18,1.186538236697469536e-16,-2.072705832366848139e-16,-2.970461158231056770e-17,-5.243655506271791858e-18,-7.195522330314993684e-18,-1.570177791280124673e-17,5.229847140714687157e+02,5.229847140714688294e+02,5.229847140714693978e+02,5.229847140714695115e+02,5.229847140714692841e+02,5.229847140714692841e+02,5.229847140714690568e+02,5.229847140714690568e+02,2.943000000000001393e+00,2.943000000000001393e+00,2.942999999999998728e+00,2.942999999999998728e+00,4.463732342007437071e-02,4.463732342007437071e-02,4.463732342007433601e-02,4.463732342007433601e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.609870954656236935e-18,1.361651266536038122e-18,7.374296975612011003e-16,-2.733275482681446230e-16,1.004034527979729135e-16,-1.177200000000000024e+01,1.000000000000000000e+00,4.264502752207479834e-18,1.160922308308463413e-17,-6.378847277075506579e-18,1.101812880854940060e-16,2.433117479718740956e-16,2.355266686920186855e-17
1.154999999999997362e+00,9.804550816735962391e-18,-1.428817372545890170e-18,-3.649295444795528918e-16,3.911876132457253384e-17,-1.355212190317701107e-17,7.607616036249633452e-16,1.000000000000000000e+00,-2.325193193961534939e-18,-3.682679857541838003e-18,-7.925150485356398427e-18,1.186538236697469536e-16,1.393356293292103323e-16,-2.970461158231056770e-17,-4.650386387923069879e-18,-7.365359715083676005e-18,-1.585030097071279685e-17,5.229847140714687157e+02,5.229847140714687157e+02,5.229847140714695115e+02,5.229847140714696252e+02,5.229847140714692841e+02,5.229847140714692841e+02,5.229847140714690568e+02,5.229847140714690568e+02,2.943000000000001393e+00,2.943000000000001393e+00,2.942999999999998728e+00,2.942999999999998728e+00,4.463732342007437071e-02,4.463732342007437071e-02,4.463732342007433601e-02,4.463732342007433601e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.804550816735962391e-18,1.428817372545890170e-18,7.298590889591057835e-16,-2.810355003698134060e-16,9.916983412412682218e-17,-1.177200000000000024e+01,1.000000000000000000e+00,4.212106444279936257e-18,1.193660806871446644e-17,-6.439184769352073529e-18,1.045967942118635391e-16,2.499086068201008588e-16,2.377545145606919836e-17
1.159999999999997256e+00,1.000100161446346564e-17,-1.497123985817380384e-18,-3.611072327443510656e-16,3.944877865811225835e-17,-1.376567343037713071e-17,7.662246058096266959e-16,1.000000000000000000e+00,-2.028558634787173949e-18,-2.901083018511460203e-18,-7.999412014312173490e-18,1.262186418011454674e-16,4.632473875009100110e-16,-2.869047689716258289e-17,-4.057117269574347899e-18,-5.802166037022920406e-18,-1.599882402862434698e-17,5.229847140714687157e+02,5.229847140714687157e+02,5.229847140714696252e+02,5.229847140714696252e+02,5.229847140714691704e+02,5.229847140714692841e+02,5.229847140714690568e+02,5.229847140714691704e+02,2.943000000000000504e+00,2.943000000000001393e+00,2.942999999999998728e+00,2.943000000000000504e+00,4.463732342007434989e-02,4.463732342007437071e-02,4.463732342007433601e-02,4.463732342007434989e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000100161446346564e-17,1.497123985817380384e-18,7.222144654887021312e-16,-2.802506347168510514e-16,9.766913980098451867e-17,-1.177200000000000024e+01,1.000000000000000000e+00,4.148366454340150327e-18,1.190327194685911722e-17,-6.499522261628640479e-18,9.883080142603719459e-17,2.368696794459292449e-16,2.399823604293652817e-17
1.164999999999997149e+00,1.019885346747390524e-17,-1.566421109470999108e-18,-3.572972646135414870e-16,3.966948542686661295e-17,-1.394683621667577903e-17,7.559894775344460840e-16,1.000000000000000000e+00,-1.640802402666423882e-18,-1.505643521255591362e-18,-8.061735227597486736e-18,1.839863438954613169e-16,6.807829455980446748e-16,-2.153915308790796295e-17,-3.281604805332847763e-18,-3.011287042511182725e-18,-1.612347045519497347e-17,5.229847140714688294e+02,5.229847140714686020e+02,5.229847140714698526e+02,5.229847140714692841e+02,5.229847140714690568e+02,5.229847140714691704e+02,5.229847140714691704e+02,5.229847140714692841e+02,2.942999999999998728e+00,2.943000000000000504e+00,2.943000000000000504e+00,2.943000000000001393e+00,4.463732342007433601e-02,4.463732342007434989e-02,4.463732342007434989e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.019885346747390524e-17,1.566421109470999108e-18,7.145945292270829740e-16,-2.714123713471380378e-16,9.568256526059872375e-17,-1.177200000000000024e+01,1.000000000000000000e+00,4.063989350178334163e-18,1.152787849758486441e-17,-6.550159872422957973e-18,9.127666804551613487e-17,2.085363523014472832e-16,2.418520568279246021e-17
1.169999999999997042e+00,1.039743987337290142e-17,-1.636523046703125783e-18,-3.535275091808828301e-16,3.974138212577291952e-17,-1.408759886178027668e-17,7.568085226257540278e-16,1.000000000000000000e+00,-1.260805725164400695e-18,-6.708170194750214192e-20,-8.106684317637791204e-18,1.096314723708253207e-16,4.178627363556568744e-16,-1.539620183490844119e-17,-2.521611450328801391e-18,-1.341634038950043079e-19,-1.621336863527558241e-17,5.229847140714696252e+02,5.229847140714690568e+02,5.229847140714690568e+02,5.229847140714688294e+02,5.229847140714689431e+02,5.229847140714690568e+02,5.229847140714692841e+02,5.229847140714692841e+02,2.942999999999997840e+00,2.942999999999998728e+00,2.943000000000001393e+00,2.943000000000001393e+00,4.463732342007430826e-02,4.463732342007433601e-02,4.463732342007437071e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.039743987337290142e-17,1.636523046703125783e-18,7.070550183617656603e-16,-2.578837798863597266e-16,9.269687405286677904e-17,-1.177200000000000024e+01,1.000000000000000000e+00,3.937176098066037318e-18,1.095326961800712373e-17,-6.586681008080704968e-18,8.316770917168701130e-17,1.763256211192740109e-16,2.432005295291337978e-17
1.174999999999996936e+00,1.059609849607212457e-17,-1.707250799252485287e-18,-3.497249628506770565e-16,3.971325120645009162e-17,-1.420020159894253486e-17,7.642100094565882799e-16,1.000000000000000000e+00,-1.058936671855236481e-18,4.721077456163653796e-19,-8.137430520993022416e-18,5.186377027650947124e-17,1.348882169544585416e-17,-9.200760849277118680e-18,-2.117873343710472962e-18,9.442154912327307592e-19,-1.627486104198604483e-17,5.229847140714698526e+02,5.229847140714692841e+02,5.229847140714688294e+02,5.229847140714686020e+02,5.229847140714689431e+02,5.229847140714689431e+02,5.229847140714692841e+02,5.229847140714692841e+02,2.942999999999997840e+00,2.942999999999997840e+00,2.943000000000001393e+00,2.943000000000001393e+00,4.463732342007430826e-02,4.463732342007430826e-02,4.463732342007437071e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.059609849607212457e-17,1.707250799252485287e-18,6.994499257013541129e-16,-2.487336565803282398e-16,9.079753570720092470e-17,-1.177200000000000024e+01,1.000000000000000000e+00,3.856504234930381745e-18,1.056463033385695834e-17,-6.611662298306830810e-18,7.864705450856989779e-17,1.614803614118494797e-16,2.441229156297906571e-17
1.179999999999996829e+00,1.079456982345005472e-17,-1.778500911807918548e-18,-3.458854090863171150e-16,3.968417340842956242e-17,-1.429772349162137340e-17,7.716114962874225319e-16,1.000000000000000000e+00,-9.344502825764503258e-19,-7.702025750065096496e-20,-8.159877627951302317e-18,4.080565732296269858e-17,-4.597109080126277143e-16,-8.014806003708049990e-18,-1.868900565152900652e-18,-1.540405150013019540e-19,-1.631975525590260463e-17,5.229847140714698526e+02,5.229847140714697389e+02,5.229847140714686020e+02,5.229847140714684883e+02,5.229847140714690568e+02,5.229847140714689431e+02,5.229847140714692841e+02,5.229847140714692841e+02,2.942999999999998728e+00,2.942999999999997840e+00,2.943000000000001393e+00,2.943000000000001393e+00,4.463732342007433601e-02,4.463732342007430826e-02,4.463732342007437071e-02,4.463732342007437071e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.079456982345005472e-17,1.778500911807918548e-18,6.917708181726342300e-16,-2.494859363573451147e-16,9.013331128503031035e-17,-1.177200000000000024e+01,1.000000000000000000e+00,3.828292188456945034e-18,1.059658241409043084e-17,-6.629900572710433037e-18,7.620387953653432267e-17,1.707776427454573165e-16,2.447963288385390849e-17
